#BLOCK:          ACTUAL_TE:             TE_AVE:              ERROR:
   9678      -3.3583706e+00      -3.3629992e+00       3.7720807e-05
   9679      -3.3584945e+00      -3.3629987e+00       3.7719781e-05
   9680      -3.3581703e+00      -3.3629982e+00       3.7719182e-05
   9681      -3.3578504e+00      -3.3629977e+00       3.7719034e-05
   9682      -3.3576861e+00      -3.3629972e+00       3.7719128e-05
   9683      -3.3578289e+00      -3.3629966e+00       3.7719008e-05
   9684      -3.3579765e+00      -3.3629961e+00       3.7718676e-05
   9685      -3.3579774e+00      -3.3629956e+00       3.7718340e-05
   9686      -3.3579834e+00      -3.3629951e+00       3.7717996e-05
   9687      -3.3581453e+00      -3.3629946e+00       3.7717425e-05
   9688      -3.3584639e+00      -3.3629941e+00       3.7716430e-05
   9689      -3.3580317e+00      -3.3629936e+00       3.7716015e-05
   9690      -3.3580561e+00      -3.3629931e+00       3.7715565e-05
   9691      -3.3580846e+00      -3.3629926e+00       3.7715074e-05
   9692      -3.3582686e+00      -3.3629921e+00       3.7714332e-05
   9693      -3.3583060e+00      -3.3629916e+00       3.7713539e-05
   9694      -3.3583476e+00      -3.3629911e+00       3.7712692e-05
   9695      -3.3582420e+00      -3.3629906e+00       3.7711983e-05
   9696      -3.3584429e+00      -3.3629902e+00       3.7711010e-05
   9697      -3.3583455e+00      -3.3629897e+00       3.7710163e-05
   9698      -3.3585538e+00      -3.3629892e+00       3.7709048e-05
   9699      -3.3586145e+00      -3.3629888e+00       3.7707858e-05
   9700      -3.3585273e+00      -3.3629883e+00       3.7706775e-05
   9701      -3.3587464e+00      -3.3629879e+00       3.7705424e-05
   9702      -3.3583646e+00      -3.3629874e+00       3.7704549e-05
   9703      -3.3585892e+00      -3.3629870e+00       3.7703388e-05
   9704      -3.3588162e+00      -3.3629865e+00       3.7701952e-05
   9705      -3.3585938e+00      -3.3629861e+00       3.7700784e-05
   9706      -3.3591304e+00      -3.3629857e+00       3.7698992e-05
   9707      -3.3592155e+00      -3.3629853e+00       3.7697109e-05
   9708      -3.3593014e+00      -3.3629849e+00       3.7695136e-05
   9709      -3.3595404e+00      -3.3629846e+00       3.7692923e-05
   9710      -3.3597817e+00      -3.3629842e+00       3.7690485e-05
   9711      -3.3592693e+00      -3.3629838e+00       3.7688545e-05
   9712      -3.3593629e+00      -3.3629835e+00       3.7686508e-05
   9713      -3.3594574e+00      -3.3629831e+00       3.7684377e-05
   9714      -3.3594023e+00      -3.3629827e+00       3.7682300e-05
   9715      -3.3593492e+00      -3.3629824e+00       3.7680277e-05
   9716      -3.3591463e+00      -3.3629820e+00       3.7678468e-05
   9717      -3.3593977e+00      -3.3629816e+00       3.7676396e-05
   9718      -3.3593477e+00      -3.3629812e+00       3.7674374e-05
   9719      -3.3592988e+00      -3.3629809e+00       3.7672403e-05
   9720      -3.3592513e+00      -3.3629805e+00       3.7670481e-05
   9721      -3.3587519e+00      -3.3629800e+00       3.7669117e-05
   9722      -3.3587065e+00      -3.3629796e+00       3.7667807e-05
   9723      -3.3586611e+00      -3.3629791e+00       3.7666552e-05
   9724      -3.3589188e+00      -3.3629787e+00       3.7664993e-05
   9725      -3.3591771e+00      -3.3629783e+00       3.7663148e-05
   9726      -3.3589824e+00      -3.3629779e+00       3.7661516e-05
   9727      -3.3590903e+00      -3.3629775e+00       3.7659765e-05
   9728      -3.3590475e+00      -3.3629771e+00       3.7658061e-05
   9729      -3.3588543e+00      -3.3629767e+00       3.7656574e-05
   9730      -3.3591145e+00      -3.3629763e+00       3.7654796e-05
   9731      -3.3592240e+00      -3.3629759e+00       3.7652901e-05
   9732      -3.3593328e+00      -3.3629755e+00       3.7650893e-05
   9733      -3.3595924e+00      -3.3629752e+00       3.7648629e-05
   9734      -3.3595500e+00      -3.3629748e+00       3.7646406e-05
   9735      -3.3599606e+00      -3.3629745e+00       3.7643812e-05
   9736      -3.3603705e+00      -3.3629743e+00       3.7640896e-05
   9737      -3.3598737e+00      -3.3629740e+00       3.7638377e-05
   9738      -3.3598295e+00      -3.3629736e+00       3.7635897e-05
   9739      -3.3599349e+00      -3.3629733e+00       3.7633326e-05
   9740      -3.3600384e+00      -3.3629730e+00       3.7630668e-05
   9741      -3.3599892e+00      -3.3629727e+00       3.7628052e-05
   9742      -3.3597873e+00      -3.3629724e+00       3.7625610e-05
   9743      -3.3594328e+00      -3.3629720e+00       3.7623502e-05
   9744      -3.3593786e+00      -3.3629716e+00       3.7621448e-05
   9745      -3.3594739e+00      -3.3629713e+00       3.7619300e-05
   9746      -3.3594148e+00      -3.3629709e+00       3.7617210e-05
   9747      -3.3588999e+00      -3.3629705e+00       3.7615669e-05
   9748      -3.3591373e+00      -3.3629701e+00       3.7613865e-05
   9749      -3.3590688e+00      -3.3629697e+00       3.7612136e-05
   9750      -3.3591479e+00      -3.3629693e+00       3.7610321e-05
   9751      -3.3593742e+00      -3.3629690e+00       3.7608271e-05
   9752      -3.3591443e+00      -3.3629686e+00       3.7606459e-05
   9753      -3.3592126e+00      -3.3629682e+00       3.7604575e-05
   9754      -3.3592767e+00      -3.3629678e+00       3.7602624e-05
   9755      -3.3591856e+00      -3.3629674e+00       3.7600768e-05
   9756      -3.3587874e+00      -3.3629670e+00       3.7599355e-05
   9757      -3.3588373e+00      -3.3629666e+00       3.7597884e-05
   9758      -3.3588816e+00      -3.3629661e+00       3.7596361e-05
   9759      -3.3587699e+00      -3.3629657e+00       3.7594967e-05
   9760      -3.3588044e+00      -3.3629653e+00       3.7593533e-05
   9761      -3.3592873e+00      -3.3629649e+00       3.7591570e-05
   9762      -3.3594631e+00      -3.3629645e+00       3.7589431e-05
   9763      -3.3593312e+00      -3.3629642e+00       3.7587423e-05
   9764      -3.3591943e+00      -3.3629638e+00       3.7585556e-05
   9765      -3.3595058e+00      -3.3629634e+00       3.7583375e-05
   9766      -3.3593590e+00      -3.3629631e+00       3.7581339e-05
   9767      -3.3592075e+00      -3.3629627e+00       3.7579458e-05
   9768      -3.3592017e+00      -3.3629623e+00       3.7577584e-05
   9769      -3.3594928e+00      -3.3629619e+00       3.7575415e-05
   9770      -3.3596289e+00      -3.3629616e+00       3.7573118e-05
   9771      -3.3597600e+00      -3.3629613e+00       3.7570701e-05
   9772      -3.3598869e+00      -3.3629610e+00       3.7568174e-05
   9773      -3.3598589e+00      -3.3629606e+00       3.7565670e-05
   9774      -3.3601295e+00      -3.3629604e+00       3.7562944e-05
   9775      -3.3603960e+00      -3.3629601e+00       3.7560017e-05
   9776      -3.3602063e+00      -3.3629598e+00       3.7557231e-05
   9777      -3.3603154e+00      -3.3629595e+00       3.7554364e-05
   9778      -3.3602696e+00      -3.3629593e+00       3.7551531e-05
   9779      -3.3602212e+00      -3.3629590e+00       3.7548735e-05
   9780      -3.3604728e+00      -3.3629587e+00       3.7545756e-05
   9781      -3.3608738e+00      -3.3629585e+00       3.7542522e-05
   9782      -3.3611221e+00      -3.3629583e+00       3.7539154e-05
   9783      -3.3613681e+00      -3.3629582e+00       3.7535668e-05
   9784      -3.3613098e+00      -3.3629580e+00       3.7532210e-05
   9785      -3.3615524e+00      -3.3629579e+00       3.7528649e-05
   9786      -3.3613412e+00      -3.3629577e+00       3.7525178e-05
   9787      -3.3612802e+00      -3.3629575e+00       3.7521735e-05
   9788      -3.3615213e+00      -3.3629574e+00       3.7518189e-05
   9789      -3.3616114e+00      -3.3629572e+00       3.7514608e-05
   9790      -3.3617017e+00      -3.3629571e+00       3.7510995e-05
   9791      -3.3619436e+00      -3.3629570e+00       3.7507307e-05
   9792      -3.3618841e+00      -3.3629569e+00       3.7503637e-05
   9793      -3.3621283e+00      -3.3629568e+00       3.7499902e-05
   9794      -3.3623741e+00      -3.3629567e+00       3.7496121e-05
   9795      -3.3626212e+00      -3.3629567e+00       3.7492308e-05
   9796      -3.3627184e+00      -3.3629567e+00       3.7488489e-05
   9797      -3.3628172e+00      -3.3629567e+00       3.7484665e-05
   9798      -3.3629186e+00      -3.3629567e+00       3.7480839e-05
   9799      -3.3627205e+00      -3.3629566e+00       3.7477022e-05
   9800      -3.3628270e+00      -3.3629566e+00       3.7473200e-05
   9801      -3.3629361e+00      -3.3629566e+00       3.7469377e-05
   9802      -3.3628969e+00      -3.3629566e+00       3.7465555e-05
   9803      -3.3627097e+00      -3.3629566e+00       3.7461742e-05
   9804      -3.3626768e+00      -3.3629566e+00       3.7457931e-05
   9805      -3.3620435e+00      -3.3629565e+00       3.7454227e-05
   9806      -3.3618671e+00      -3.3629564e+00       3.7450572e-05
   9807      -3.3619959e+00      -3.3629563e+00       3.7446881e-05
   9808      -3.3616756e+00      -3.3629561e+00       3.7443291e-05
   9809      -3.3613583e+00      -3.3629560e+00       3.7439828e-05
   9810      -3.3616490e+00      -3.3629558e+00       3.7436249e-05
   9811      -3.3616419e+00      -3.3629557e+00       3.7432672e-05
   9812      -3.3614874e+00      -3.3629556e+00       3.7429157e-05
   9813      -3.3616382e+00      -3.3629554e+00       3.7425583e-05
   9814      -3.3617936e+00      -3.3629553e+00       3.7421957e-05
   9815      -3.3618011e+00      -3.3629552e+00       3.7418329e-05
   9816      -3.3616612e+00      -3.3629551e+00       3.7414749e-05
   9817      -3.3618270e+00      -3.3629549e+00       3.7411114e-05
   9818      -3.3621477e+00      -3.3629549e+00       3.7407394e-05
   9819      -3.3621690e+00      -3.3629548e+00       3.7403670e-05
   9820      -3.3621942e+00      -3.3629547e+00       3.7399941e-05
   9821      -3.3622220e+00      -3.3629546e+00       3.7396208e-05
   9822      -3.3616490e+00      -3.3629545e+00       3.7392636e-05
   9823      -3.3612307e+00      -3.3629543e+00       3.7389242e-05
   9824      -3.3611162e+00      -3.3629541e+00       3.7385904e-05
   9825      -3.3611545e+00      -3.3629539e+00       3.7382547e-05
   9826      -3.3614975e+00      -3.3629538e+00       3.7379037e-05
   9827      -3.3615400e+00      -3.3629537e+00       3.7375510e-05
   9828      -3.3617349e+00      -3.3629535e+00       3.7371913e-05
   9829      -3.3619310e+00      -3.3629534e+00       3.7368255e-05
   9830      -3.3622792e+00      -3.3629534e+00       3.7364517e-05
   9831      -3.3623260e+00      -3.3629533e+00       3.7360771e-05
   9832      -3.3626756e+00      -3.3629533e+00       3.7356981e-05
   9833      -3.3628746e+00      -3.3629533e+00       3.7353183e-05
   9834      -3.3630731e+00      -3.3629533e+00       3.7349387e-05
   9835      -3.3631198e+00      -3.3629533e+00       3.7345593e-05
   9836      -3.3630157e+00      -3.3629533e+00       3.7341797e-05
   9837      -3.3630618e+00      -3.3629533e+00       3.7338002e-05
   9838      -3.3632577e+00      -3.3629533e+00       3.7334220e-05
   9839      -3.3629996e+00      -3.3629533e+00       3.7330426e-05
   9840      -3.3631939e+00      -3.3629534e+00       3.7326640e-05
   9841      -3.3632355e+00      -3.3629534e+00       3.7322858e-05
   9842      -3.3634266e+00      -3.3629534e+00       3.7319097e-05
   9843      -3.3634653e+00      -3.3629535e+00       3.7315341e-05
   9844      -3.3635025e+00      -3.3629535e+00       3.7311592e-05
   9845      -3.3636887e+00      -3.3629536e+00       3.7307877e-05
   9846      -3.3637217e+00      -3.3629537e+00       3.7304170e-05
   9847      -3.3639041e+00      -3.3629538e+00       3.7300506e-05
   9848      -3.3640853e+00      -3.3629539e+00       3.7296895e-05
   9849      -3.3645678e+00      -3.3629541e+00       3.7293469e-05
   9850      -3.3647456e+00      -3.3629543e+00       3.7290126e-05
   9851      -3.3646194e+00      -3.3629544e+00       3.7286724e-05
   9852      -3.3646416e+00      -3.3629546e+00       3.7283332e-05
   9853      -3.3651149e+00      -3.3629548e+00       3.7280193e-05
   9854      -3.3652845e+00      -3.3629551e+00       3.7277159e-05
   9855      -3.3654523e+00      -3.3629553e+00       3.7274238e-05
   9856      -3.3654667e+00      -3.3629556e+00       3.7271327e-05
   9857      -3.3653286e+00      -3.3629558e+00       3.7268323e-05
   9858      -3.3653397e+00      -3.3629560e+00       3.7265327e-05
   9859      -3.3650470e+00      -3.3629563e+00       3.7262151e-05
   9860      -3.3647532e+00      -3.3629564e+00       3.7258818e-05
   9861      -3.3649115e+00      -3.3629566e+00       3.7255567e-05
   9862      -3.3650680e+00      -3.3629569e+00       3.7252404e-05
   9863      -3.3655259e+00      -3.3629571e+00       3.7249538e-05
   9864      -3.3656807e+00      -3.3629574e+00       3.7246785e-05
   9865      -3.3653806e+00      -3.3629576e+00       3.7243819e-05
   9866      -3.3653814e+00      -3.3629579e+00       3.7240854e-05
   9867      -3.3653808e+00      -3.3629581e+00       3.7237890e-05
   9868      -3.3653796e+00      -3.3629584e+00       3.7234925e-05
   9869      -3.3655287e+00      -3.3629586e+00       3.7232062e-05
   9870      -3.3656767e+00      -3.3629589e+00       3.7229309e-05
   9871      -3.3655217e+00      -3.3629592e+00       3.7226442e-05
   9872      -3.3653659e+00      -3.3629594e+00       3.7223470e-05
   9873      -3.3653602e+00      -3.3629597e+00       3.7220494e-05
   9874      -3.3655052e+00      -3.3629599e+00       3.7217617e-05
   9875      -3.3651961e+00      -3.3629601e+00       3.7214537e-05
   9876      -3.3654906e+00      -3.3629604e+00       3.7211651e-05
   9877      -3.3650296e+00      -3.3629606e+00       3.7208473e-05
   9878      -3.3650205e+00      -3.3629608e+00       3.7205291e-05
   9879      -3.3653128e+00      -3.3629611e+00       3.7202286e-05
   9880      -3.3651518e+00      -3.3629613e+00       3.7199182e-05
   9881      -3.3651404e+00      -3.3629615e+00       3.7196071e-05
   9882      -3.3652787e+00      -3.3629617e+00       3.7193046e-05
   9883      -3.3654165e+00      -3.3629620e+00       3.7190112e-05
   9884      -3.3652516e+00      -3.3629622e+00       3.7187071e-05
   9885      -3.3652365e+00      -3.3629624e+00       3.7184020e-05
   9886      -3.3655223e+00      -3.3629627e+00       3.7181161e-05
   9887      -3.3652030e+00      -3.3629629e+00       3.7178090e-05
   9888      -3.3657891e+00      -3.3629632e+00       3.7175429e-05
   9889      -3.3659216e+00      -3.3629635e+00       3.7172874e-05
   9890      -3.3662027e+00      -3.3629638e+00       3.7170558e-05
   9891      -3.3661801e+00      -3.3629642e+00       3.7168222e-05
   9892      -3.3660051e+00      -3.3629645e+00       3.7165736e-05
   9893      -3.3662820e+00      -3.3629648e+00       3.7163492e-05
   9894      -3.3664059e+00      -3.3629652e+00       3.7161363e-05
   9895      -3.3663766e+00      -3.3629655e+00       3.7159207e-05
   9896      -3.3666478e+00      -3.3629659e+00       3.7157315e-05
   9897      -3.3667666e+00      -3.3629663e+00       3.7155545e-05
   9898      -3.3667334e+00      -3.3629666e+00       3.7153740e-05
   9899      -3.3666980e+00      -3.3629670e+00       3.7151899e-05
   9900      -3.3668112e+00      -3.3629674e+00       3.7150176e-05
   9901      -3.3666200e+00      -3.3629678e+00       3.7148255e-05
   9902      -3.3664267e+00      -3.3629681e+00       3.7146146e-05
   9903      -3.3663828e+00      -3.3629685e+00       3.7143995e-05
   9904      -3.3663368e+00      -3.3629688e+00       3.7141802e-05
   9905      -3.3667424e+00      -3.3629692e+00       3.7140006e-05
   9906      -3.3666925e+00      -3.3629696e+00       3.7138159e-05
   9907      -3.3667913e+00      -3.3629699e+00       3.7136413e-05
   9908      -3.3665866e+00      -3.3629703e+00       3.7134459e-05
   9909      -3.3665315e+00      -3.3629707e+00       3.7132451e-05
   9910      -3.3666262e+00      -3.3629710e+00       3.7130536e-05
   9911      -3.3668692e+00      -3.3629714e+00       3.7128873e-05
   9912      -3.3666566e+00      -3.3629718e+00       3.7126988e-05
   9913      -3.3667443e+00      -3.3629722e+00       3.7125193e-05
   9914      -3.3665281e+00      -3.3629725e+00       3.7123181e-05
   9915      -3.3664620e+00      -3.3629729e+00       3.7121105e-05
   9916      -3.3660923e+00      -3.3629732e+00       3.7118695e-05
