#BLOCK:          ACTUAL_PE:             PE_AVE:              ERROR:
   1347      -5.1101921e+00      -5.1248636e+00       9.3802732e-03
   1348      -5.1099239e+00      -5.1248525e+00       9.3733211e-03
   1349      -5.1097896e+00      -5.1248413e+00       9.3663794e-03
   1350      -5.1093366e+00      -5.1248298e+00       9.3594484e-03
   1351      -5.1088675e+00      -5.1248180e+00       9.3525280e-03
   1352      -5.1085331e+00      -5.1248060e+00       9.3456182e-03
   1353      -5.1081829e+00      -5.1247937e+00       9.3387190e-03
   1354      -5.1079680e+00      -5.1247813e+00       9.3318301e-03
   1355      -5.1078888e+00      -5.1247688e+00       9.3249515e-03
   1356      -5.1074927e+00      -5.1247560e+00       9.3180834e-03
   1357      -5.1073854e+00      -5.1247432e+00       9.3112255e-03
   1358      -5.1071147e+00      -5.1247303e+00       9.3043780e-03
   1359      -5.1068322e+00      -5.1247171e+00       9.2975408e-03
   1360      -5.1066900e+00      -5.1247038e+00       9.2907138e-03
   1361      -5.1066897e+00      -5.1246906e+00       9.2838969e-03
   1362      -5.1063794e+00      -5.1246772e+00       9.2770902e-03
   1363      -5.1062142e+00      -5.1246636e+00       9.2702938e-03
   1364      -5.1057426e+00      -5.1246497e+00       9.2635077e-03
   1365      -5.1051169e+00      -5.1246354e+00       9.2567323e-03
   1366      -5.1049435e+00      -5.1246210e+00       9.2499670e-03
   1367      -5.1046195e+00      -5.1246064e+00       9.2432120e-03
   1368      -5.1044483e+00      -5.1245917e+00       9.2364670e-03
   1369      -5.1039784e+00      -5.1245766e+00       9.2297324e-03
   1370      -5.1039686e+00      -5.1245616e+00       9.2230076e-03
   1371      -5.1036646e+00      -5.1245463e+00       9.2162930e-03
   1372      -5.1032185e+00      -5.1245308e+00       9.2095887e-03
   1373      -5.1027838e+00      -5.1245149e+00       9.2028947e-03
   1374      -5.1026650e+00      -5.1244990e+00       9.1962105e-03
   1375      -5.1028635e+00      -5.1244833e+00       9.1895358e-03
   1376      -5.1026262e+00      -5.1244674e+00       9.1828711e-03
   1377      -5.1024077e+00      -5.1244514e+00       9.1762164e-03
   1378      -5.1025117e+00      -5.1244355e+00       9.1695711e-03
   1379      -5.1026381e+00      -5.1244197e+00       9.1629353e-03
   1380      -5.1024866e+00      -5.1244038e+00       9.1563092e-03
   1381      -5.1020585e+00      -5.1243876e+00       9.1496933e-03
   1382      -5.1021112e+00      -5.1243715e+00       9.1430869e-03
   1383      -5.1020420e+00      -5.1243553e+00       9.1364901e-03
   1384      -5.1020024e+00      -5.1243392e+00       9.1299029e-03
   1385      -5.1018426e+00      -5.1243229e+00       9.1233253e-03
   1386      -5.1020173e+00      -5.1243068e+00       9.1167571e-03
   1387      -5.1017719e+00      -5.1242906e+00       9.1101985e-03
   1388      -5.1020144e+00      -5.1242745e+00       9.1036491e-03
   1389      -5.1021408e+00      -5.1242586e+00       9.0971090e-03
   1390      -5.1023035e+00      -5.1242428e+00       9.0905780e-03
   1391      -5.1025028e+00      -5.1242272e+00       9.0840561e-03
   1392      -5.1024371e+00      -5.1242115e+00       9.0775437e-03
   1393      -5.1025597e+00      -5.1241960e+00       9.0710405e-03
   1394      -5.1028722e+00      -5.1241807e+00       9.0645462e-03
   1395      -5.1032242e+00      -5.1241657e+00       9.0580608e-03
   1396      -5.1033128e+00      -5.1241507e+00       9.0515845e-03
   1397      -5.1038930e+00      -5.1241362e+00       9.0451168e-03
   1398      -5.1043601e+00      -5.1241221e+00       9.0386578e-03
   1399      -5.1047129e+00      -5.1241082e+00       9.0322077e-03
   1400      -5.1049514e+00      -5.1240945e+00       9.0257665e-03
   1401      -5.1053780e+00      -5.1240812e+00       9.0193340e-03
   1402      -5.1058399e+00      -5.1240681e+00       9.0129102e-03
   1403      -5.1064874e+00      -5.1240556e+00       9.0064949e-03
   1404      -5.1071680e+00      -5.1240436e+00       9.0000880e-03
   1405      -5.1077290e+00      -5.1240320e+00       8.9936897e-03
   1406      -5.1087738e+00      -5.1240211e+00       8.9872996e-03
   1407      -5.1096969e+00      -5.1240109e+00       8.9809178e-03
   1408      -5.1104958e+00      -5.1240013e+00       8.9745445e-03
   1409      -5.1113199e+00      -5.1239923e+00       8.9681795e-03
   1410      -5.1123183e+00      -5.1239841e+00       8.9618230e-03
   1411      -5.1130362e+00      -5.1239763e+00       8.9554749e-03
   1412      -5.1137743e+00      -5.1239691e+00       8.9491354e-03
   1413      -5.1152862e+00      -5.1239629e+00       8.9428041e-03
   1414      -5.1163606e+00      -5.1239576e+00       8.9364813e-03
   1415      -5.1171452e+00      -5.1239527e+00       8.9301670e-03
   1416      -5.1179397e+00      -5.1239485e+00       8.9238614e-03
   1417      -5.1190438e+00      -5.1239450e+00       8.9175644e-03
   1418      -5.1198510e+00      -5.1239421e+00       8.9112760e-03
   1419      -5.1206603e+00      -5.1239398e+00       8.9049963e-03
   1420      -5.1214690e+00      -5.1239381e+00       8.8987254e-03
   1421      -5.1224252e+00      -5.1239370e+00       8.8924631e-03
   1422      -5.1232242e+00      -5.1239365e+00       8.8862097e-03
   1423      -5.1240142e+00      -5.1239366e+00       8.8799650e-03
   1424      -5.1250954e+00      -5.1239374e+00       8.8737291e-03
   1425      -5.1258610e+00      -5.1239387e+00       8.8675020e-03
   1426      -5.1267607e+00      -5.1239407e+00       8.8612838e-03
   1427      -5.1276403e+00      -5.1239433e+00       8.8550744e-03
   1428      -5.1287994e+00      -5.1239467e+00       8.8488740e-03
   1429      -5.1296308e+00      -5.1239507e+00       8.8426826e-03
   1430      -5.1305846e+00      -5.1239553e+00       8.8365001e-03
   1431      -5.1313573e+00      -5.1239605e+00       8.8303266e-03
   1432      -5.1319459e+00      -5.1239661e+00       8.8241619e-03
   1433      -5.1326502e+00      -5.1239721e+00       8.8180062e-03
   1434      -5.1334676e+00      -5.1239788e+00       8.8118594e-03
   1435      -5.1340938e+00      -5.1239858e+00       8.8057216e-03
   1436      -5.1351304e+00      -5.1239936e+00       8.7995929e-03
   1437      -5.1358199e+00      -5.1240018e+00       8.7934731e-03
   1438      -5.1366140e+00      -5.1240106e+00       8.7873624e-03
   1439      -5.1370579e+00      -5.1240196e+00       8.7812605e-03
   1440      -5.1376027e+00      -5.1240291e+00       8.7751675e-03
   1441      -5.1380958e+00      -5.1240388e+00       8.7690833e-03
   1442      -5.1382335e+00      -5.1240487e+00       8.7630076e-03
   1443      -5.1384677e+00      -5.1240587e+00       8.7569405e-03
   1444      -5.1386463e+00      -5.1240688e+00       8.7508820e-03
   1445      -5.1389200e+00      -5.1240791e+00       8.7448321e-03
   1446      -5.1389858e+00      -5.1240894e+00       8.7387905e-03
   1447      -5.1388430e+00      -5.1240996e+00       8.7327572e-03
   1448      -5.1389437e+00      -5.1241098e+00       8.7267324e-03
   1449      -5.1389858e+00      -5.1241201e+00       8.7207158e-03
   1450      -5.1389690e+00      -5.1241303e+00       8.7147075e-03
   1451      -5.1388934e+00      -5.1241405e+00       8.7087075e-03
   1452      -5.1384578e+00      -5.1241504e+00       8.7027153e-03
   1453      -5.1385693e+00      -5.1241603e+00       8.6967315e-03
   1454      -5.1384725e+00      -5.1241701e+00       8.6907558e-03
   1455      -5.1378650e+00      -5.1241795e+00       8.6847879e-03
   1456      -5.1370498e+00      -5.1241884e+00       8.6788276e-03
   1457      -5.1363304e+00      -5.1241967e+00       8.6728749e-03
   1458      -5.1360094e+00      -5.1242048e+00       8.6669302e-03
   1459      -5.1353325e+00      -5.1242124e+00       8.6609933e-03
   1460      -5.1346027e+00      -5.1242196e+00       8.6550640e-03
   1461      -5.1336706e+00      -5.1242260e+00       8.6491423e-03
   1462      -5.1326891e+00      -5.1242318e+00       8.6432283e-03
   1463      -5.1319615e+00      -5.1242371e+00       8.6373221e-03
   1464      -5.1310367e+00      -5.1242417e+00       8.6314235e-03
   1465      -5.1299163e+00      -5.1242456e+00       8.6255326e-03
   1466      -5.1290559e+00      -5.1242489e+00       8.6196495e-03
   1467      -5.1280044e+00      -5.1242515e+00       8.6137742e-03
   1468      -5.1273686e+00      -5.1242536e+00       8.6079068e-03
   1469      -5.1263948e+00      -5.1242550e+00       8.6020472e-03
   1470      -5.1247838e+00      -5.1242554e+00       8.5961955e-03
   1471      -5.1237462e+00      -5.1242550e+00       8.5903517e-03
   1472      -5.1226798e+00      -5.1242540e+00       8.5845159e-03
   1473      -5.1212853e+00      -5.1242520e+00       8.5786882e-03
   1474      -5.1204721e+00      -5.1242494e+00       8.5728686e-03
   1475      -5.1188831e+00      -5.1242458e+00       8.5670573e-03
   1476      -5.1175782e+00      -5.1242412e+00       8.5612542e-03
   1477      -5.1162580e+00      -5.1242358e+00       8.5554595e-03
   1478      -5.1147745e+00      -5.1242294e+00       8.5496734e-03
   1479      -5.1134326e+00      -5.1242221e+00       8.5438958e-03
   1480      -5.1123868e+00      -5.1242141e+00       8.5381266e-03
   1481      -5.1111869e+00      -5.1242053e+00       8.5323661e-03
   1482      -5.1101378e+00      -5.1241958e+00       8.5266140e-03
   1483      -5.1086390e+00      -5.1241854e+00       8.5208709e-03
   1484      -5.1074491e+00      -5.1241741e+00       8.5151365e-03
   1485      -5.1062684e+00      -5.1241620e+00       8.5094110e-03
   1486      -5.1047975e+00      -5.1241490e+00       8.5036946e-03
   1487      -5.1034931e+00      -5.1241351e+00       8.4979872e-03
   1488      -5.1025088e+00      -5.1241206e+00       8.4922886e-03
   1489      -5.1009414e+00      -5.1241050e+00       8.4865996e-03
   1490      -5.0995493e+00      -5.1240885e+00       8.4809199e-03
   1491      -5.0981839e+00      -5.1240711e+00       8.4752496e-03
   1492      -5.0966974e+00      -5.1240528e+00       8.4695890e-03
   1493      -5.0953946e+00      -5.1240336e+00       8.4639379e-03
   1494      -5.0944290e+00      -5.1240138e+00       8.4582958e-03
   1495      -5.0931992e+00      -5.1239932e+00       8.4526632e-03
   1496      -5.0924635e+00      -5.1239721e+00       8.4470393e-03
   1497      -5.0914687e+00      -5.1239504e+00       8.4414245e-03
   1498      -5.0905188e+00      -5.1239281e+00       8.4358189e-03
   1499      -5.0899186e+00      -5.1239054e+00       8.4302218e-03
   1500      -5.0890662e+00      -5.1238822e+00       8.4246336e-03
   1501      -5.0882649e+00      -5.1238584e+00       8.4190543e-03
   1502      -5.0872148e+00      -5.1238340e+00       8.4134845e-03
   1503      -5.0868236e+00      -5.1238094e+00       8.4079227e-03
   1504      -5.0864891e+00      -5.1237846e+00       8.4023690e-03
   1505      -5.0859103e+00      -5.1237594e+00       8.3968237e-03
   1506      -5.0852400e+00      -5.1237338e+00       8.3912870e-03
   1507      -5.0850824e+00      -5.1237082e+00       8.3857580e-03
   1508      -5.0848350e+00      -5.1236824e+00       8.3802368e-03
   1509      -5.0844969e+00      -5.1236565e+00       8.3747235e-03
   1510      -5.0842190e+00      -5.1236303e+00       8.3692181e-03
   1511      -5.0840015e+00      -5.1236041e+00       8.3637203e-03
   1512      -5.0838442e+00      -5.1235778e+00       8.3582301e-03
   1513      -5.0838975e+00      -5.1235516e+00       8.3527470e-03
   1514      -5.0840097e+00      -5.1235255e+00       8.3472708e-03
   1515      -5.0841801e+00      -5.1234995e+00       8.3418014e-03
   1516      -5.0842551e+00      -5.1234736e+00       8.3363391e-03
   1517      -5.0843849e+00      -5.1234478e+00       8.3308836e-03
   1518      -5.0842664e+00      -5.1234220e+00       8.3254356e-03
   1519      -5.0845019e+00      -5.1233964e+00       8.3199941e-03
   1520      -5.0849371e+00      -5.1233711e+00       8.3145589e-03
   1521      -5.0855699e+00      -5.1233463e+00       8.3091296e-03
   1522      -5.0860959e+00      -5.1233218e+00       8.3037063e-03
   1523      -5.0863615e+00      -5.1232975e+00       8.2982895e-03
   1524      -5.0869677e+00      -5.1232737e+00       8.2928787e-03
   1525      -5.0873075e+00      -5.1232501e+00       8.2874743e-03
   1526      -5.0876803e+00      -5.1232268e+00       8.2820762e-03
   1527      -5.0880845e+00      -5.1232038e+00       8.2766844e-03
   1528      -5.0885165e+00      -5.1231811e+00       8.2712989e-03
   1529      -5.0889728e+00      -5.1231587e+00       8.2659195e-03
   1530      -5.0892983e+00      -5.1231366e+00       8.2605466e-03
   1531      -5.0897922e+00      -5.1231148e+00       8.2551798e-03
   1532      -5.0903002e+00      -5.1230934e+00       8.2498191e-03
   1533      -5.0912724e+00      -5.1230726e+00       8.2444637e-03
   1534      -5.0917990e+00      -5.1230522e+00       8.2391144e-03
   1535      -5.0926317e+00      -5.1230324e+00       8.2337707e-03
   1536      -5.0931640e+00      -5.1230130e+00       8.2284332e-03
   1537      -5.0939972e+00      -5.1229941e+00       8.2231013e-03
   1538      -5.0945235e+00      -5.1229756e+00       8.2177755e-03
   1539      -5.0950423e+00      -5.1229574e+00       8.2124558e-03
   1540      -5.0957020e+00      -5.1229397e+00       8.2071421e-03
   1541      -5.0961978e+00      -5.1229224e+00       8.2018346e-03
   1542      -5.0966786e+00      -5.1229053e+00       8.1965333e-03
   1543      -5.0972931e+00      -5.1228887e+00       8.1912381e-03
   1544      -5.0977374e+00      -5.1228725e+00       8.1859490e-03
   1545      -5.0983116e+00      -5.1228566e+00       8.1806661e-03
   1546      -5.0990140e+00      -5.1228411e+00       8.1753892e-03
   1547      -5.0995414e+00      -5.1228261e+00       8.1701184e-03
   1548      -5.1003452e+00      -5.1228116e+00       8.1648534e-03
   1549      -5.1011223e+00      -5.1227976e+00       8.1595944e-03
   1550      -5.1014183e+00      -5.1227838e+00       8.1543418e-03
   1551      -5.1019876e+00      -5.1227704e+00       8.1490953e-03
   1552      -5.1022256e+00      -5.1227571e+00       8.1438554e-03
   1553      -5.1027353e+00      -5.1227442e+00       8.1386216e-03
   1554      -5.1029122e+00      -5.1227315e+00       8.1333944e-03
   1555      -5.1032089e+00      -5.1227189e+00       8.1281736e-03
   1556      -5.1034744e+00      -5.1227065e+00       8.1229593e-03
   1557      -5.1038597e+00      -5.1226944e+00       8.1177512e-03
   1558      -5.1039123e+00      -5.1226824e+00       8.1125498e-03
   1559      -5.1039349e+00      -5.1226704e+00       8.1073551e-03
   1560      -5.1040775e+00      -5.1226584e+00       8.1021668e-03
   1561      -5.1040389e+00      -5.1226465e+00       8.0969852e-03
   1562      -5.1042728e+00      -5.1226347e+00       8.0918100e-03
   1563      -5.1044772e+00      -5.1226231e+00       8.0866413e-03
   1564      -5.1046533e+00      -5.1226116e+00       8.0814789e-03
   1565      -5.1043482e+00      -5.1226000e+00       8.0763235e-03
   1566      -5.1044693e+00      -5.1225884e+00       8.0711745e-03
   1567      -5.1045643e+00      -5.1225769e+00       8.0660320e-03
   1568      -5.1041807e+00      -5.1225652e+00       8.0608963e-03
   1569      -5.1039244e+00      -5.1225533e+00       8.0557675e-03
   1570      -5.1037967e+00      -5.1225413e+00       8.0506453e-03
   1571      -5.1041006e+00      -5.1225296e+00       8.0455293e-03
   1572      -5.1039314e+00      -5.1225178e+00       8.0404200e-03
   1573      -5.1031391e+00      -5.1225054e+00       8.0353179e-03
   1574      -5.1029334e+00      -5.1224930e+00       8.0302225e-03
   1575      -5.1027106e+00      -5.1224804e+00       8.0251338e-03
   1576      -5.1026231e+00      -5.1224678e+00       8.0200516e-03
   1577      -5.1023710e+00      -5.1224551e+00       8.0149761e-03
   1578      -5.1021065e+00      -5.1224422e+00       8.0099072e-03
   1579      -5.1016806e+00      -5.1224291e+00       8.0048452e-03
   1580      -5.1012455e+00      -5.1224156e+00       7.9997901e-03
   1581      -5.1009537e+00      -5.1224021e+00       7.9947417e-03
   1582      -5.1008077e+00      -5.1223884e+00       7.9896998e-03
   1583      -5.1002040e+00      -5.1223744e+00       7.9846649e-03
