            MU:         SIGMA:                <H>:              ERROR:
      1.0200000      0.2800000           1.8283055           0.0107901
      1.0200000      0.2960000           1.5155825           0.0130907
      1.0200000      0.3120000           1.2294525           0.0037882
      1.0200000      0.3280000           0.9982068           0.0063073
      1.0200000      0.3440000           0.8241864           0.0062337
      1.0200000      0.3600000           0.6556350           0.0061325
      1.0200000      0.3760000           0.5144583           0.0041625
      1.0200000      0.3920000           0.3876412           0.0041045
      1.0200000      0.4080000           0.2789618           0.0051724
      1.0200000      0.4240000           0.1852581           0.0034162
      1.0200000      0.4400000           0.1056019           0.0030890
      1.0200000      0.4560000           0.0329553           0.0027597
      1.0200000      0.4720000          -0.0293324           0.0019616
      1.0200000      0.4880000          -0.0871628           0.0014872
      1.0200000      0.5040000          -0.1300303           0.0019448
      1.0200000      0.5200000          -0.1685838           0.0013822
      1.0200000      0.5360000          -0.1994575           0.0010045
      1.0200000      0.5520000          -0.2185606           0.0009735
      1.0200000      0.5680000          -0.2342246           0.0011661
      1.0200000      0.5840000          -0.2415308           0.0012976
      1.0200000      0.6000000          -0.2440873           0.0013690
      1.0200000      0.6160000          -0.2411623           0.0029452
      1.0200000      0.6320000          -0.2266373           0.0020576
      1.0200000      0.6480000          -0.2179468           0.0036120
      1.0200000      0.6640000          -0.1976778           0.0030426
      1.0200000      0.6800000          -0.1751840           0.0023818
      1.0200000      0.6960000          -0.1471295           0.0033288
      1.0200000      0.7120000          -0.1251551           0.0033802
      1.0200000      0.7280000          -0.0935996           0.0052148
      1.0200000      0.7440000          -0.0539375           0.0068224
      1.0200000      0.7600000          -0.0151357           0.0044110
      1.0200000      0.7760000           0.0216556           0.0044369
      1.0200000      0.7920000           0.0679305           0.0047178
      1.0200000      0.8080000           0.1159607           0.0054607
      1.0200000      0.8240000           0.1627714           0.0075166
      1.0200000      0.8400000           0.2089845           0.0065279
      1.0200000      0.8560000           0.2674164           0.0073087
      1.0200000      0.8720000           0.3192323           0.0060621
      1.0200000      0.8880000           0.3759032           0.0068602
      1.0200000      0.9040000           0.4158612           0.0098227
      1.0200000      0.9200000           0.4728253           0.0126136
      1.0200000      0.9360000           0.5303518           0.0105961
      1.0200000      0.9520000           0.6042985           0.0120768
      1.0200000      0.9680000           0.6731065           0.0115968
      1.0200000      0.9840000           0.7363245           0.0107633
      1.0200000      1.0000000           0.8096623           0.0109102
      1.0400000      0.2000000           4.8147618           0.0197002
      1.0400000      0.2160000           3.9234655           0.0271386
      1.0400000      0.2320000           3.2022384           0.0215260
      1.0400000      0.2480000           2.6646661           0.0155799
      1.0400000      0.2640000           2.1810859           0.0200920
      1.0400000      0.2800000           1.8037487           0.0117791
      1.0400000      0.2960000           1.4879566           0.0125163
      1.0400000      0.3120000           1.2183545           0.0084710
      1.0400000      0.3280000           1.0118743           0.0040603
      1.0400000      0.3440000           0.8234751           0.0037789
      1.0400000      0.3600000           0.6543455           0.0035747
      1.0400000      0.3760000           0.5262282           0.0040939
      1.0400000      0.3920000           0.4024859           0.0059207
      1.0400000      0.4080000           0.2916725           0.0038828
      1.0400000      0.4240000           0.2013633           0.0027781
      1.0400000      0.4400000           0.1200284           0.0033287
      1.0400000      0.4560000           0.0490860           0.0023337
      1.0400000      0.4720000          -0.0092976           0.0022583
      1.0400000      0.4880000          -0.0594997           0.0020635
      1.0400000      0.5040000          -0.1023568           0.0016865
      1.0400000      0.5200000          -0.1394487           0.0009616
      1.0400000      0.5360000          -0.1625538           0.0011397
      1.0400000      0.5520000          -0.1825995           0.0016069
      1.0400000      0.5680000          -0.1984264           0.0013314
      1.0400000      0.5840000          -0.2025628           0.0012875
      1.0400000      0.6000000          -0.2039792           0.0019784
      1.0400000      0.6160000          -0.2007678           0.0018194
      1.0400000      0.6320000          -0.1898051           0.0020704
      1.0400000      0.6480000          -0.1698002           0.0021223
      1.0400000      0.6640000          -0.1547728           0.0030867
      1.0400000      0.6800000          -0.1258883           0.0042566
      1.0400000      0.6960000          -0.0957257           0.0049204
      1.0400000      0.7120000          -0.0697095           0.0029480
      1.0400000      0.7280000          -0.0276053           0.0049662
      1.0400000      0.7440000           0.0012648           0.0037299
      1.0400000      0.7600000           0.0369715           0.0037751
      1.0400000      0.7760000           0.0802056           0.0052545
      1.0400000      0.7920000           0.1216217           0.0074868
      1.0400000      0.8080000           0.1683754           0.0045721
      1.0400000      0.8240000           0.2118802           0.0085657
      1.0400000      0.8400000           0.2862712           0.0048614
