COST_FUNCTION:      MEAN_COST_FUNCTION:
   74.5507400              301.3673465
   74.4195881              306.0226765
   73.9295057              300.6160257
   74.4195881              307.3810827
   74.2238889              300.2151947
   74.2238889              299.4664788
   73.9295057              305.4064828
   72.8193362              301.3030873
   74.2238889              305.7139666
   74.4195881              305.2622112
   74.4195881              301.7313840
   73.9295057              307.7412379
   74.4195881              303.2097841
   73.9295057              302.9802251
   74.4195881              304.4576530
   74.2238889              305.6575206
   73.9295057              310.8914307
   72.8193362              301.6559588
   72.8193362              295.2684113
   74.1631668              312.0764051
   72.8193362              299.6408574
   74.4195881              306.8150612
   73.9295057              300.0177768
   73.9295057              312.0857604
   73.9295057              309.3593844
   72.8193362              304.4772432
   74.2238889              301.5329935
   73.9295057              304.7066279
   72.8193362              306.5044370
   72.8193362              302.0939975
   73.8937590              302.8538031
   72.7586140              294.2704098
   72.8193362              306.6232625
   74.4195881              299.5936876
   72.7586140              298.9655449
   73.9295057              305.9535036
   72.8193362              307.8874956
   72.8193362              306.7457199
   72.8193362              297.5283577
   72.8193362              304.4850118
   70.4525563              301.4171221
   70.4525563              304.8944600
   72.7586140              304.5136288
   72.8193362              295.8299509
   72.8193362              298.5044699
   72.7586140              297.2433712
   72.7586140              294.9742773
   72.8193362              308.2250842
   72.7586140              304.9421797
   72.8193362              302.1216007
   72.8193362              301.8745913
   72.7586140              299.1318620
   72.7586140              298.6483004
   72.7586140              309.9299002
   72.8193362              303.8850530
   72.7586140              299.2614298
   72.7586140              300.5642582
   72.7586140              306.3771724
   72.8193362              304.0340856
   72.7586140              296.6590788
   72.8193362              304.8488587
   72.8193362              303.1601669
   72.7586140              300.8837729
   72.7586140              302.3165671
   72.7586140              299.7074323
   72.7586140              298.0628256
   72.7586140              300.8531285
   70.2966689              297.5224013
   72.7586140              311.3414234
   70.2966689              299.0164256
   72.7586140              298.9669383
   72.7586140              316.0417159
   72.8193362              314.1868929
   72.7586140              302.5117773
   72.7586140              297.0091815
   69.5006810              298.1942624
   69.5006810              303.2412349
   72.7586140              305.1810860
   72.4462789              305.4968391
   72.7586140              308.6613291
   72.7586140              292.9493444
   72.7586140              304.4347739
   72.4462789              304.0299487
   72.7586140              301.8674696
   72.7586140              302.0469401
   71.7529737              302.4376659
   69.5006810              296.0846147
   69.5006810              289.6619566
   72.4462789              305.7966094
